2,Burning Vargas,Vargas,3,Fire,3,5,0,0,2517,917,806,702,Lord
2,Burning Vargas,Vargas,3,Fire,3,5,0,0,2820,917,806,620,Anima
2,Burning Vargas,Vargas,3,Fire,3,5,0,0,2517,987,720,702,Breaker
2,Burning Vargas,Vargas,3,Fire,3,5,0,0,2517,843,885,702,Guardian
2,Burning Vargas,Vargas,3,Fire,3,5,0,0,2221,917,806,768,Oracle
3,Fire King Vargas,Vargas,4,Fire,4,6,0,0,3201,1130,1113,845,Lord
3,Fire King Vargas,Vargas,4,Fire,4,6,0,0,3608,1130,1113,723,Anima
3,Fire King Vargas,Vargas,4,Fire,4,6,0,0,3201,1226,885,845,Breaker
3,Fire King Vargas,Vargas,4,Fire,4,6,0,0,3201,987,1111,845,Guardian
3,Fire King Vargas,Vargas,4,Fire,4,6,0,0,2764,1130,1113,960,Oracle
4,Fire God Vargas,Vargas,5,Fire,6,6,0,0,3917,1364,1230,1082,Lord
4,Fire God Vargas,Vargas,5,Fire,6,6,0,0,4534,1364,1230,911,Anima
4,Fire God Vargas,Vargas,5,Fire,6,6,0,0,3917,1532,1076,1082,Breaker
4,Fire God Vargas,Vargas,5,Fire,6,6,0,0,3917,1202,1384,1082,Guardian
4,Fire God Vargas,Vargas,5,Fire,6,6,0,0,3298,1364,1230,1254,Oracle
6,Ice Selena,Selena,3,Water,2,5,0,0,2442,850,806,824,Lord
6,Ice Selena,Selena,3,Water,2,5,0,0,2728,850,806,746,Anima
6,Ice Selena,Selena,3,Water,2,5,0,0,2442,996,656,824,Breaker
6,Ice Selena,Selena,3,Water,2,5,0,0,2442,842,815,824,Guardian
6,Ice Selena,Selena,3,Water,2,5,0,0,2160,850,806,908,Oracle
7,Ice Queen Selena,Selena,4,Water,4,7,0,0,3055,1170,901,1195,Lord
7,Ice Queen Selena,Selena,4,Water,4,7,0,0,3508,1170,901,1079,Anima
7,Ice Queen Selena,Selena,4,Water,4,7,0,0,3055,1346,826,1195,Breaker
7,Ice Queen Selena,Selena,4,Water,4,7,0,0,3055,1052,1024,1195,Guardian
7,Ice Queen Selena,Selena,4,Water,4,7,0,0,2612,1170,901,1306,Oracle
8,Ice God Selena,Selena,5,Water,4,8,0,0,3815,1355,1127,1461,Lord
